Número;Código Ayto;Centro;Dirección;Coordenada-X;Coordenada-Y;Latitud;Longitud;Superficie (m2);Uso del edificio;Adscripción;Distrito;Potencia KWp;Empresa instaladora;Puesta en servicio;;;;;;;;;;
79;1352;JMD VICÁLVARO;PLAZA DON ANTONIO DE ANDRÉS, 18;448578;4472583;40.402270479784800;-3.6059845330840700;1674;administrativo;JMD Vicálvaro;VICALVARO;3,7;PECSA;12/11/2018;;;;;;;;;;
80;1393;CSS PUERTO DE LAS PILAS;C/ FUENTIDUEÑA,16;447222;4469088;40.370701;-3.621679;1021;social;JMD Villa de Vallecas;VILLA DE VALLECAS;20;PECSA;12/11/2018;;;;;;;;;;
81;277;CMM VILLA DE VALLECAS ;C/ PICO DE MAMPODRE, 6;447264;4469823;40.37732438108780;-3.6212400484216900;815;social;JMD Villa de Vallecas;VILLA DE VALLECAS;6;PECSA;16/11/2018;;;;;;;;;;
82;1383;JMD VILLA DE VALLECAS;Pº FEDERICO GARCÍA LORCA, 8;447248;4469998;40.3788998244401;-3.621454785869900;3290;administrativo;JMD Villa de Vallecas;VILLA DE VALLECAS;12,5;PECSA;16/11/2018;;;;;;;;;;
83;1770;CDM FÉLIX RUBIO;C/CIUDADANÍA, 9;441281;4467659;40.357429678675200;-3.691528804696940;;deportivo;JMD Villaverde;VILLAVERDE;8,2;AURA;07/03/2018;;;;;;;;;;
84;1953;CC MARCONI;AV/ MARCONI, 2 BAJO/1;440472;4465148;40.334751832113700;-3.700809560921590;;cultural;JMD Villaverde;VILLAVERDE;10;AURA;19/02/2018;;;;;;;;;;
85;1905;CC NUEVO ROSALES;AV/ LOS ROSALES, 133;442482;4466908;40.35074797433510;-3.6773064421969200;;cultural;JMD Villaverde;VILLAVERDE;20;AURA;05/03/2018;;;;;;;;;;
86;1031;CC BOHEMIOS;C/ BOHEMIOS 1, B1;441066;4467547;40.35639654251880;-3.6940501846610800;;cultural;JMD Villaverde;VILLAVERDE;10;AURA;19/02/2018;;;;;;;;;;
87;1109;JMD VILLAVERDE;C/ ARROYO BUENO, 53, Sot Dch 1;439603;4466726;40.348895848554600;-3.71120030905872;;administrativo;JMD Villaverde;VILLAVERDE;17,5;AURA;12/11/2018;;;;;;;;;;
88;1895;CDM EL ESPINILLO;CARRETERA DE VILLAVERDE A VALLECAS, 19;441698;4467536;40.35634193991930;-3.686595141820630;;deportivo;JMD Villaverde;VILLAVERDE;10;AURA;29/01/2020;;;;;;;;;;
89;2438;EI MAMUT  (BUTARQUE);C/ MARICARA, 32;442483;4465459;40.337689;-3.677163;;educativo;JMD Villaverde;VILLAVERDE;5;UGARTE;03/01/2019;;;;;;;;;;
90;155;PARQUE BOMBEROS Nº 8;CALLE BOADA 9;444572;4471763;40.39461731837050;-3.6531308970881300;;seguridad;AG de Vicealcaldía,Portavoz, Seguridad y Emergencias;PUENTE DE VALLECAS;40;FERROVIAL;18/10/2019;;;;;;;;;;
91;;CAF-2 y Casa de Niños (antes CC Rubén Darío) ;CALLE MATAPOZUELOS 2;444896;4479194;40.461589;-3.649947;;mixto;JMD Hortaleza;HORTALEZA;9;SAVEFFI;25/03/2020;;;;;;;;;;
92;;EI PLÉYADES;AVENIDA SECUNDINO ZUAZO 52;447428;4482921;40.49533034052690;-3.62038557307297;;educativo;JMD Hortaleza;HORTALEZA;8,2;;;;;;;;;;;;
93;2408;CMM ANTONIO MINGOTE (VALLEHERMOSO);CALLE VALLEHERMOSO 47;439883;4476241;40.434646;-3.708785;;social;JMD Chamberí;CHAMBERI;5;SAVEFFI;07/07/2020;;;;;;;;;;
94;1208;BIBLIOTECA GERARDO DIEGO;CALLE  MONTE AYA,  12;447138;4469889;40.37790196240430;-3.6227296605039500;;cultural;JMD Villa de Vallecas;VILLA DE VALLECAS;8,8;ACCIONA;20/11/2020;;;;;;;;;;
95;1912;BIBLIOTECA MANUEL VÁZQUEZ MONTALBÁN;CALLE FRANCOS RODRÍGUEZ, 67;439742;4478747;40.45704133252698;-3.71060051865242;;cultural;JMD Tetuán;TETUAN;15;ACCIONA;03/12/2020;;;;;;;;;;
96;1114;CDM PLATA Y CASTAÑAR;PASEO  PLATA Y CASTAÑAR,  7;439040;4466852;40.34998997348070;-3.7178413073202800;;deportivo;JMD Villaverde;VILLAVERDE;75;ACCIONA;13/05/2022;;;;;;;;;;
97;5052;BIBLIOTECA MUNICIPAL BARRIO DE SAN FERMÍN;AVD. SAN FERMÍN, 8  28041 MADRID;441246;4469170;40.371038706146415;-3.6925563084154103;;cultural;JMD Usera;USERA;15;;01/02/2022;;;;;;;;;;
99;1930;CDM JOSE MARIA CAGIGAL;C/ SANTA POLA, 22;437491;4475985;40.43214955342780;-3.7369645992831300;;deportivo;JMD Moncloa Aravaca;MONCLOA - ARAVACA;30;SAVEFFI;16/12/2020;;;;;;;;;;
100;1825;CDM LA CONCEPCION;C/ JOSÉ DEL HIERRO, 6, 28027 MADRID;445003;4476493;40.43725652047250;-3.6484498132292000;;deportivo;JMD CIUDAD LINEAL;CIUDAD LINEAL;20;;;;;;;;;;;;
101;1776;CDM PRADILLO;C/ PRADILLO, 33, 28002 MADRID;443049;4477822;40.44910622626730;-3.671618277009410;;deportivo;JMD Chamartín;CHAMARTIN;90;;25/05/2023;;;;;;;;;;
102;1945;CDM SAN JUAN BAUTISTA;C/ TREVIANA, 1, 28043 MADRID;444154;4477763;40.44864976316050;-3.6585711797466800;;deportivo;JMD CIUDAD LINEAL;CIUDAD LINEAL;10;;04/06/2020;;;;;;;;;;
103;149;CEIP SAN JUAN DE LA CRUZ;C/ DE HONDURAS, 10, 28016 MADRID;442495;4479193;40.459537375982200;-3.67954186336266;;educativo;JMD Chamartín;CHAMARTIN;12,5;;10/11/2020;;;;;;;;;;
104;363;CEIP ARQUITECTO GAUDÍ;C/ ROSA JARDÓN, 10, 28016 MADRID;443279;4479632;40.46541828100190;-3.669067772820540;;educativo;JMD Chamartín;CHAMARTIN;25;;10/11/2020;;;;;;;;;;
105;212;CEIP ISAAC ALBÉNIZ;C/ DRACENA, 29, 28016 MADRID;443272;4479500;40.46422875441010;-3.6691267410574400;;educativo;JMD Chamartín;CHAMARTIN;24,99;;17/11/2020;;;;;;;;;;
106;245;CEIP PADRE POVEDA;AV/ ALFONSO XIII, 23, 28002 MADRID;443380;4478055;40.451218874985800;-3.6677240367753100;;educativo;JMD Chamartín;CHAMARTIN;25;;10/11/2020;;;;;;;;;;
108;2176;CMS VILLAVERDE;AVDA. FELICIDAD, 17;444759.4;4474978.7;40.359634418857205;-3.690036112299879;;social;OA Madrid Salud;VILLAVERDE;11;;01/12/2022;;;;;;;;;;
110;1076;CSC OPORTO;AVDA. OPORTO, 78;438232;4470949;40.38684744124120;-3.727740326743950;;social;JMD Carabanchel;CARABANCHEL;15;ACCIONA FACILITY SERVICES;10/11/2021;;;;;;;;;;
111;2142;CSS PABLO CASALS;C/ POBLADURA DEL VALLE, 13 ;447439;4475240;40.42612627597500;-3.6196258294576600;;social;JMD San Blas Canillejas;SAN BLAS - CANILLEJAS;14,8;;29/09/2022;;;;;;;;;;
113;5066;EDIFICACIÓN ANEXO AL ESCENARIO DEL AUDITORIO CERRO ALMODOVAR;C/ MARCELINO CASTILLO, 29, 28047 MADRID;436729.8;4471819.9;40.39457875368306;-3.745524047839076;;cultural;JMD Latina;LATINA;4;No conocen cual es la instaladora( podría ser AURA ya que la constructora que es FDEZ MOLINA trabaja con ellos);30/09/2023;;;;;;;;;;
119;5008;EI PARQUE INGENIEROS;C/TABERNERA DEL PUERTO 26;440213;4467439;40.355369099561734;-3.704068831577452;;educativo;JMD Villaverde;VILLAVERDE;5;;10/11/2020;;;;;;;;;;
126;1394;SEDE CENTRAL MADRID SALUD;AVDA. MEDITERRANEO, 62;443649.9;4473080.1;40.406428313755335;-3.6641000254946223;;administrativo;OA Madrid Salud;RETIRO;7;;01/12/2022;;;;;;;;;;
127;165;UID MONCLOA-ARAVACA;AVDA. VALLADOLID, 6;438135;4475651;40.429216284496476;-3.7295712734839443;;seguridad;AG de Vicealcaldía,Portavoz, Seguridad y Emergencias;MONCLOA - ARAVACA;5;FERROVIAL;04/01/2021;;;;;;;;;;
128;2428;IDB ORCASITAS;AVDA. RAFAELA IBARRA, 119;439613;4468757;40.36719728504001;-3.711260959329783;;deportivo;JMD Usera;USERA;49,4;EXTRACO CONSTRUCCIONS E PROXECTOS SA (subontrata Servipack Mantenimientos Industriales);;;;;;;;;;;
130;140;CENTRO ACOGIDA SAN ISIDRO;PASEO DEL REY 34;438682;4475287;40.42596;-3.72286;;social;AG de Familias, Igualdad y Bienestar Social;MONCLOA - ARAVACA;8,2;;10/11/2020;;;;;;;;;;
131;1892;CDM FAUSTINA VALLADOLID;C/LADERA DE LOS ALMENDROS, 2;447145;4472806;40.40418961057290;-3.622901144863190;;deportivo;JMD Vicálvaro;VICALVARO;100;ACCIONA FACILITY SERVICES;25/01/2022;;;;;;;;;;
132;1942;CDM SAN BLAS;C/ ARCOS DE JALÓN,  59;448173;4475549;40.4289614183123;-3.6110021948964400;;deportivo;JMD San Blas Canillejas;SAN BLAS - CANILLEJAS;35;;28/04/2021;;;;;;;;;;
133;1713;UID HORTALEZA;C/AREQUIPA , 2;445584;4480019;40.46906622683730;-3.641900373589660;;seguridad;AG de Vicealcaldía,Portavoz, Seguridad y Emergencias;HORTALEZA;8,2;AURA;12/08/2021;;;;;;;;;;
134;5054;CDM JUAN DE DIOS ROMÁN;C/JOSÉ GUTIÉRREZ MAROTO, 34;448935;4468432;40.3648918241858;-3.601441011212612;;deportivo;JMD Villa de Vallecas;VILLA DE VALLECAS;30;FERROVIAL;01/10/2021;;;;;;;;;;
135;2258;BIBLIOTECA ANA MARIA MATUTE;C/ ANTONIO VICO, 1;439024.6;4478929.1;40.39795300213711;-3.7191675514211457;;cultural;JMD Carabanchel;CARABANCHEL;10;SAVEFFI;31/12/2022;;;;;;;;;;
136;5023;CC JUAN GENOVÉS/CMM/CSS TRAVESIA DEL CAÑO;C/TRAVESÍA CAÑO 5;433351.7;4478977.4;40.45879255659263;-3.7860754490297808;;cultural;JMD Moncloa Aravaca;MONCLOA - ARAVACA;6;;31/12/2022;;;;;;;;;;
137;5053;BASE SAMUR RETIRO;AVD CIUDAD DE BARCELONA 183;443829.1;4475716.9;40.43018441065751;-3.6620047814552548;;sanitario;AG de Vicealcaldía,Portavoz, Seguridad y Emergencias;RETIRO;15;;22/05/2022;;;;;;;;;;
138;;INNOVATION LAB;C/CAROLI 1;440257.8;4476473.1;40.43675823480166;-3.7048331023156282;;cultural;AG economia Innovacion y Empleo;MONCLOA - ARAVACA;10;;26/05/2022;;;;;;;;;;
139;1880;CC ALFREDO KRAUS;Gta. Pradera de Vaquerizas, 9;438888.4;4482511.4;40.49105338549207;-3.7211192200565475;;cultural;JMD Fuercarral El Pardo;FUENCARRAL - EL PARDO;36;ACCIONA FACILITY SERVICES;07/11/2022;;;;;;;;;;
140;;CDM BLANCA FDEZ OCHOA (ANTIGUA LA MINA);Calle de Monseñor Oscar Romero, nº41;436647.8;4470488;40.382541420569304;-3.7468729354018295;;deportivo;JMD Carabanchel;CARABANCHEL;73,6;ACCIONA FACILITY SERVICES;07/11/2022;;;;;;;;;;
141;1924;CDM FERNANDO MARTIN ;Av. Santo Ángel de la Guarda, 6,;439692.3;4479115.4;40.46051996423372;-3.7113107961759493;;deportivo;JMD Moncloa Aravaca;MONCLOA - ARAVACA;99,36;ACCIONA FACILITY SERVICES;26/12/2022;;;;;;;;;;
142;1656;CDM WILFRED AGBONAVBARE;Calle Reguera de Tomateros, 39;444225.6;4469234.7;40.371825629337195;-3.6569793922460585;;deportivo;JMD Puente de Vallecas;PUENTE DE VALLECAS;99,19;ACCIONA FACILITY SERVICES;25/01/2023;;;;;;;;;;
143;1921;CDM ENTREVIAS ;Ronda del Sur, 4;442855.9;4469933.5;40.37802830979302;-3.6731747821526333;;deportivo;JMD Puente de Vallecas;PUENTE DE VALLECAS;80;ACCIONA FACILITY SERVICES;01/01/2023;;;;;;;;;;
144;1929;CDM HORTALEZA;Ctra. Estación de Hortaleza,11;444781.7;4481144.5;40.479152525646995;-3.6514634536929598;;deportivo;JMD Hortaleza;HORTALEZA;99,36;ACCIONA FACILITY SERVICES;31/12/2022;;;;;;;;;;
145;542;OAIC SACRAMENTO AGENCIA TRIBUTARIA;C/SACRAMENTO, 5;439688.2;4474009.8;40.414526384961455;-3.7108752639004567;;administrativo;OA Agencia Tributaria;CENTRO;8;;31/12/2022;;;;;;;;;;
147;;CDM FRANCISCO FERNANDEZ OCHOA;CALLE CATORCE OLIVAS 1, 28054 MADRID;437191.9;4468567.4;40.36531371430106;-3.7397591015235854;;deportivo;JMD Carabanchel;CARABANCHEL;30;;;;;;;;;;;;
148;;BASE SAMUR 4;PELOPONESO, 9 ;445135.7;4475423.6;40.42763952079874;-3.6467931482127414;;sanitario;AG de Vicealcaldía,Portavoz, Seguridad y Emergencias;CIUDAD LINEAL;2;;01/01/2023;;;;;;;;;;
150;;VIVERO DE LA CASA DE CAMPO;PASEO  AZUL,  2  28011  MADRID;438625.6;4474696;40.42063030961921;-3.723464689280627;;medioambiental;AG de Medio Ambiente y Movilidad;RETIRO;6;;01/01/2023;;;;;;;;;;
151;;CMM SAN DIEGO;CALLE JAVIER DE MIGUEL 10;443704.6;4471139.1;40.38894674107574;-3.6630476297262975;;social;JMD Puente  Vallecas;PUENTE DE VALLECAS;10;;01/01/2023;;;;;;;;;;
152;;CSS CENTRO DE DÍA Y ALZHEIMER ENSANCHE DE VALLECAS;AVENIDA ENSANCHE DE VALLECAS  91;449246.7;4468156.3;40.362464479036454;-3.597762173364828;;social;JMD Puente  Vallecas;PUENTE DE VALLECAS;8;;01/01/2023;;;;;;;;;;
153;;CEIP CIUDAD DE VALENCIA;AVENIDA DEL MEDITERRANEO KM 9;448635.1;4470764.8;40.38589368157801;-3.6051647701773617;;educativo;JMD Villa de Vallecas;VILLA DE VALLECAS;2;;12/11/2012;;;;;;;;;;
154;;CEIP CIUDAD DE JAEN;CAMINO DEL RIO S/N;440526.7;4469337.3;40.37249417301439;-3.700555521195041;;educativo;JMD Usera;USERA;2;;12/11/2012;;;;;;;;;;
155;;CEIP NAVAS DE TOLOSA;CALLE BENIMANET 109;441728.6;4466266.6;40.344916853538244;-3.6861192899357267;;educativo;JMD Villaverde;VILLAVERDE;2;;12/11/2012;;;;;;;;;;
156;;CEIP GHANDI;CALLE GHANDI 10;446065.7;4475003.9;40.42391905965103;-3.6357938561381378;;educativo;JMD Ciudad Lineal;CIUDAD LINEAL;2;;12/11/2012;;;;;;;;;;
157;;CEIP VIRGEN DEL CERRO;CALLE MOHERNANDO 1;444875;4471937.5;40.39621723473795;-3.649563702851418;;educativo;JMD Puente Vallecas;PUENTE DE VALLECAS;2;;12/11/2012;;;;;;;;;;
158;;VIVEROS M 30;CARRETERA M-30, KM 21,7;437378.7;4477071.3;40.44193464463265;-3.7383961186835215;;medioambiental;AG de Medio Ambiente y Movilidad;MONCLOA - ARAVACA;7,42;;10/05/2023;;;;;;;;;;
159;;CEIP NTRA SÑRA DE LA ALMUDENA;Lope de Rueda 8;442741.9;4474561.6;40.419712628103916;-3.674934214335211;;educativo;JMD Retiro;RETIRO;11;;23/10/2023;;;;;;;;;;
160;;CDM CERRO ALMODÓVAR;CARRETERA VALENCIA KM8;448882.5;4470407.4;40.382688771450006;-3.602221723037014;;deportivo;JMD Villa de Vallecas;VILLA DE VALLECAS;10;;10/05/2023;;;;;;;;;;
161;;CENTRO JUVENIL VALDERRIVAS;TITANIO 5;448954.8;4472567.3;40.40215111452446;-3.601543579142044;;cultural;JMD Vicalvaro;VICALVARO;15;;31/05/2023;;;;;;;;;;
162;;CDM PLAYA VICTORIA;CALLE HIERBABUENA, 2,;440524.1;4478962.7;40.45920408911859;-3.7014871071774516;;deportivo;JMD Tetuán;TETUAN;40;ACCIONA;23/08/2023;;;;;;;;;;
163;473;CSC TERESA DE CALCUTA;PLAZA DEL NAVÍO, Nº 4,;450237.6;4478474.5;40.45544497266204;-3.586888601620849;;cultural;JMD Barajas;BARAJAS;20;ACCIONA;14/08/2023;;;;;;;;;;
164;;CSC MORATALAZ;CALLE DE LA FUENTE CARRANTONA Nº 10;446029.9;4472285.6;40.39942893385325;-3.6359855458034653;;cultural;JMD Moratalaz;MORATALAZ;20;ACCIONA;17/08/2023;;;;;;;;;;
165;;CDM Mª JESÚS ROSA;AVENIDA DE MONFORTE DE LEMOS, 38,;439920.5;4481198.8;40.47930496162536;-3.7088171034720148;;deportivo;JMD Fuercarral El Pardo;FUENCARRAL - EL PARDO;40;ACCIONA;15/08/2023;;;;;;;;;;
166;;CEIP EL GRECO;CALLE ESTEFANITA, 7;443979.2;4466633.3;40.34837421286449;-3.659653458032918;;educativo;JMD Villaverde;VILLAVERDE;4;;30/05/2023;;;;;;;;;;
167;;CEIP MANUEL DE FALLA;AV. REAL DE PINTO, 27;440094.8;4466466.3;40.34659992730883;-3.705373384402807;;educativo;JMD Villaverde;VILLAVERDE;4;;31/07/2023;;;;;;;;;;
168;;DG POLICIA MUNICIPAL (PABELLON DE LA PIPA CIUDAD SEGURIDAD);168  DG POLICIA MUNICIPAL (PABELLON DE LA PIPA CIUDAD SEGURIDAD);437188.3;4473907.2;40.41341729972822;-3.740327478269459;;seguridad;AG de Vicealcaldía,Portavoz, Seguridad y Emergencias;MONCLOA - ARAVACA;23,85;;19/09/2023;;;;;;;;;;
169;;CENTRO MUNICIPAL ACUSTICA;CARRETERA AUTOVIA M-30 007  BJO   7-13 LC MADRID;437282.6;4477199.3;40.443080340500636;-3.7395419183439893;;medioambiental;Area de Gobierno de Urbanismo, Medioambiente y Movilidad;MONCLOA-ARAVACA;10;;30/09/2023;;;;;;;;;;
170;;CENTRO DE MAYORES OUKA LELE;C/Bronce, 16;441567.7;4471204.1;40.38938510356142;-3.6884654478066783;;cultural;JMD Arganzuela;ARGANZUELA;30;INGEDOM, S.L.;30/09/2023;;;;;;;;;;
171;;PARQUE DE BOMBEROS Nº 05 USERA;PASEO SANTA MARIA DE LA CABEZA 95;440893.8;4471387.3;40.39098791345522;-3.6964220316650778;;seguridad; AG de Vicealcaldía,Portavoz, Seguridad y Emergencias ; USERA ;30;;06/11/2023;;;;;;;;;;
172;;JMD PUENTE VALLECAS/CID/SAMUR;BUENOS AIRES 17, S, UE, LO, 28018,  MADRID;444617.8;4471075.9;40.38843855722663;-3.6525197803096185;;seguridad;JMD Puente de Vallecas;PUENTE DE  VALLECAS;10;;30/09/2023;;;;;;;;;;
