edificio,dirección,tipo del edificio,distrito,potencia kwp,empresa instaladora,puesta en servicio
BIBLIOTECA IVÁN DE VARGAS,"C/ DOCTOR LETAMENDI, 1",cultural,CENTRO,3.0,ORTIZ,2019-07-24
BIBLIOTECA EUGENIO TRIAS (CASA FIERAS),"AV/ MENENDEZ PELAYO , 10-3 BJ ",cultural,RETIRO,18.51183412814345,ORTIZ,2019-07-24
PLANETARIO,AV/ PLANETARIO 16,cultural,ARGANZUELA,25.0,FULTON,2019-09-13
MADRID EMPRENDE,"C/CIDRO, 3 ",administrativo,CARABANCHEL,10.0,Empresa desconocida,2019-09-13
NAVE BOETTICHER,"C/ CIFUENTES, 22 ",administrativo,VILLAVERDE,5.0,ETRALUX,2019-09-13
OFICINA ECONOMIA SOCIAL-PROYECTO MARES ALBERTO PALACIOS,"PASEO ALBERTO PALACIOS, 13",administrativo,VILLAVERDE,7.0,AURA,2019-01-15
AULA DE LA NATURALEZA DEHESA DE LA VILLA,"C/ FRANCOS RODRIGUEZ, 97 ",medioambiental,MONCLOA - ARAVACA,6.307692307692309,Empresa desconocida,2008-08-13
VIVERO MUNICIPAL DE ESTUFAS DEL RETIRO,"Pza. del Ángel Caído. Parque del Retiro 
(Entrada al Retiro al final de la cuesta de Claudio Moyano)",medioambiental,RETIRO,5.0,Empresa desconocida,2008-08-13
VIVERO MUNICIPAL DE MIGAS CALIENTES,"Km. 22. M-30 (frente a palacio Moncloa)
 M-30 . Km. 21.600, calzada sur.",medioambiental,MONCLOA - ARAVACA,6.307692307692309,Empresa desconocida,2008-08-13
ROSALEDA DEL PARQUE DEL OESTE,"c/ de la Rosaleda s/n. Rosaleda del Parque del Oeste
 (junto al teleférico)",medioambiental,MONCLOA - ARAVACA,5.0,Empresa desconocida,2008-08-13
ALMACÉN DE LA VILLA,"C/ AHUMAOS, 27 28052 MADRID",almacén,VICALVARO,18.68068312801352,SAVEFFI,2020-03-27
BASE SAMUR Nº 14 FUERTE DE NAVIDAD,"C/ CASUARINA, 10",sanitario,LATINA,6.0,AURA,2018-02-14
CENTRO PROTECCIÓN ANIMAL,"CARRETERA BARRIO DE LA FORTUNA, KM 10",sanitario,LATINA,7.428571428571431,POWEN,2018-06-21
BASE SAMUR Nº 02 SAN BERNARDO/ CENTRO INTEGRAL EMERGENCIAS,"C/ SAN BERNARDO, 68 ",seguridad,CENTRO,5.0,AURA,2020-02-14
PARQUE DE BOMBEROS Nº 7,"Av Hellin, 52",seguridad,SAN BLAS - CANILLEJAS,35.0,FERROVIAL,2018-02-13
PARQUE DE BOMBEROS Nº 11,"C/ Mesena, 146",seguridad,HORTALEZA,25.0,FERROVIAL,2019-10-01
CSS JOSÉ VILLARREAL (ARGANZUELA),"PLAZA JOSE VILLARREAL, 2 ",social,ARGANZUELA,17.0,Empresa desconocida,2008-09-29
EI LA MELONERA ,"C/ EROS, 2",educativo,ARGANZUELA,15.220080089559456,IMESAPI,2019-05-07
CDM MARQUÉS DE SAMARANCH,Pº IMPERIAL 20,deportivo,ARGANZUELA,90.0,EULEN,2019-02-12
CDI ARGANZUELA,"C/ CANARIAS, 17 Y PALOS DE LA FRONTERA, 16",mixto,ARGANZUELA,90.0,EULEN,2019-03-10
CDM ARGANZUELA LA FUNDI,"C/ ALICANTE , 14",deportivo,ARGANZUELA,10.0,Empresa desconocida,2020-02-28
CC Y BIBLIOTECA GLORIA FUERTES,AV/ LOGROÑO 181,cultural,BARAJAS,18.51183412814345,DRAGADOS,2019-12-14
CMM ACUARIO,"C/ ACUARIO, 27",social,BARAJAS,14.560321808799788,EULEN,2019-04-01
CC SAN FRANCISCO LA PRENSA,"C/ALISEDA, 6 ",cultural,CARABANCHEL,5.0,Empresa desconocida,2008-09-29
CSC GARCÍA LORCA,"C/ EUGENIA DE MONTIJO, 105, B 1",cultural,CARABANCHEL,3.0,AURA,2018-09-25
CDM PUERTA BONITA (ANTIGUO CANÓDROMO),"C/ VÍA CARPETANA, 71",deportivo,CARABANCHEL,3.0,AURA,2019-03-07
CEIP /EIM FERNANDO EL CATÓLICO,"C/ FERNANDO EL CATÓLICO, 16",educativo,CHAMBERI,15.220080089559456,EULEN,2019-12-14
"JMD CIUDAD LINEAL (CMM, CC, BIBLIOTECA)","C/ HERMANOS GARCÍA NOBLEJAS, 16",mixto,CIUDAD LINEAL,25.0,PECSA,2018-10-24
"CENTRO DE DÍA Y DE MAYORES ASCAO/
BIBLIOTECA PABLO NERUDA","C/ ASCAO, 2",mixto,CIUDAD LINEAL,25.672902940276035,PECSA,2018-01-21
CC LA ELIPA Y CSS SANTA FELICIDAD,"C/SANTA FELICIDAD, 37",mixto,CIUDAD LINEAL,15.0,PECSA,2018-08-22
CC Y CMM SAN JUAN BAUTISTA,"C/ SAN NEMESIO, 1",mixto,CIUDAD LINEAL,25.0,PECSA,2018-01-21
CMM Y CSS LUIS VIVES,"C/ HERMANOS GARCÍA NOBLEJAS, 170",social,CIUDAD LINEAL,17.054313255124992,PECSA,2018-01-21
CMM / CC / BIBILIO LA ELIPA (ANTES ISLAS FILIPINAS),"C/ NUESTRA SEÑORA DEL VILLAR, 8",social,CIUDAD LINEAL,15.0,PECSA,2018-10-24
CSS SAN VICENTE DE PAUL, C/BUITRAGO DE LOZOYA 22,social,FUENCARRAL - EL PARDO,14.560321808799788,AVELSA (Avance Electrico S.L) ,2018-09-01
EI ELENA FORTÚN (MONTECARMELO),AV/ M.º SILOS 57 / CAAVEIRO,educativo,FUENCARRAL - EL PARDO,15.220080089559456,ORTHEM,2019-03-07
CDM VICENTE DEL BOSQUE,"AV/ MONFORTE DE LEMOS, 13",deportivo,FUENCARRAL - EL PARDO,50.0,Ortiz,2019-05-28
CDM LA MASÓ,"C/ DE LA MASÓ, 190 BJ ",deportivo,FUENCARRAL - EL PARDO,7.0,DRAGADOS,2019-12-11
EI EL FRESNO,"C/MARIA CASARES, 15 ",educativo,FUENCARRAL - EL PARDO,15.220080089559456,Empresa desconocida,2019-04-26
EI POETA GLORIA FUERTES (LAS TABLAS),C/ EUNATE 6 C/CASTILLO DE CANDANCHÚ 42-46,educativo,FUENCARRAL - EL PARDO,15.220080089559456,CONDISA,2019-02-12
CDM LUIS ARAGONÉS,C/PROVENCIO 20,deportivo,HORTALEZA,33.82153255941607,DRAGADOS,2018-11-15
CC SANCHINARRO Y BIBLIOTECA MARÍA LEJÁRRAGA,"C/ PRINCESA ÉBOLI, 29",cultural,HORTALEZA,20.0,DRAGADOS,2019-02-22
JMD HORTALEZA,CARRETERA DE CANILLAS 2,administrativo,HORTALEZA,16.51542372140949,DRAGADOS,2019-03-07
CC FEDERICO CHUECA ,"C/ BENITA ÁVILA, 17",cultural,HORTALEZA,18.51183412814345,DRAGADOS,2018-11-19
JMD LATINA,"AV/ LAS AGUILAS, 2 (ANT AV/DEL GENERAL FANJUL)",administrativo,LATINA,27.0,AURA,2018-11-22
CDM LAS CRUCES ,"AV/ POBLADOS, 72",deportivo,LATINA,17.0,FERROVIAL,2019-02-08
CENTRO DE DÍA GERTRUDIS DE LA FUENTE,"C/ ALHAMBRA / C/ CUÑA LATINA DOS, 2",social,LATINA,50.0,AURA,2019-05-25
CENTRO DE ACOGIDA MUNICIPAL PUERTA ABIERTA,"C/ PINAR DE SAN JOSE , 104 - MADRID (28054)",social,LATINA,12.0,Empresa desconocida,2016-08-08
CDM GALLUR,"C/ GALLUR, 2",deportivo,LATINA,20.0,AURA,2020-02-19
EI BOLA DE CRISTAL (VALDEZARZA),"C/ ISLAS BISAGOS, 13",educativo,MONCLOA - ARAVACA,6.0,CYOPSA,2018-12-06
IDM LA BOMBILLA,"Paseo Senda del Rey, 8",deportivo,MONCLOA - ARAVACA,12.0,CONDISA (grupo Ortiz),2019-01-23
CC EDUARDO CHILLIDA Y BIBLIOTECA MIGUEL DELIBES,"C/ ARROYO BELINCOSO, 9",cultural,MORATALAZ,10.0,PECSA,2018-10-24
CMM EL ALMENDRO/ CSS VALDEBERARDO,"C/ LADERA DE LOS ALMENDROS, 4-6",social,VICALVARO,14.560321808799788,PECSA,2018-10-24
EI SABINA (MORATALAZ),C/ CAÑÓN DEL RIO LOBOS,educativo,MORATALAZ,6.0,CYOPSA,2018-10-24
CDM MORATALAZ,C/ VALDEBERNARDO 2,deportivo,MORATALAZ,40.0,FERROVIAL,2019-03-08
CSS RETIRO Y APARTAMENTOS TUTELADOS ,"C/ JOSE MARTÍNEZ DE VELASCO, 22",social,RETIRO,14.560321808799788,OHL,2019-03-25
CEIP ESCUELAS AGUIRRE,C/ PIO BAROJA 4,educativo,RETIRO,7.0,OHL,2019-03-03
CEIP JOSE CALVO SOTELO,"AV/ CIUDAD DE BARCELONA, 83",educativo,RETIRO,7.0,OHL,2019-03-03
CEIP CIUDAD DE ROMA,"C/ JUAN ESPLANDIÚ,2 ",educativo,RETIRO,40.0,OHL,2019-03-03
CMM LA ESTRELLA - CARMEN MARTÍN GAITE,C/ PEZ AUSTRAL 6 - 28007 MADRID,social,RETIRO,14.560321808799788,Empresa desconocida,2016-10-26
CMM/CENTRO DIA/CSS LA GUINDALERA,"C/ PILAR DE ZARAGOZA, 28, Bajo",social,SALAMANCA,14.560321808799788,FERROVIAL,2018-09-20
CC BUENAVISTA Y BIBLIOTECA DAVID GISTAU,"AV DE LOS TOREROS, 5",cultural,SALAMANCA,18.51183412814345,FERROVIAL,2018-11-13
CC JOSE LUIS LÓPEZ VÁZQUEZ,"C/ FEBRERO, 4",cultural,SAN BLAS - CANILLEJAS,18.51183412814345,DRAGADOS,2018-11-19
JMD SAN BLAS - CANILLEJAS,"AV/ DE ARCENTALES, 26",administrativo,SAN BLAS - CANILLEJAS,16.51542372140949,DRAGADOS,2019-03-07
CDM ANTONIO DÍAZ MIGUEL,"C/JOAQUIN DICENTA, 1 ",deportivo,TETUAN,25.0,Empresa desconocida,2018-01-15
CC EDUARDO ÚRCULO Y BIBLIOTECA MARÍA ZAMBRANO,"PLAZA DE DONOSO, 5",cultural,TETUAN,18.51183412814345,FERROVIAL,2018-11-12
CSS SAN FILIBERTO,"C/ SAN FILIBERTO, 5 BJ ",social,USERA,14.560321808799788,AURA,2018-03-05
CMM ORCASUR,"AV ORCASUR, 64",social,USERA,14.560321808799788,AURA,2018-02-19
CC ORCASUR Y BIBLIOTECA GABRIEL GARCÍA MÁRQUEZ," PLAZA PUEBLO, 1 BJ1",cultural,USERA,30.0,AURA,2018-10-16
JMD USERA,"AV/. RAFAELA YBARRA, 41",administrativo,USERA,5.0,AURA,2018-12-14
CDM ORCASUR,"C/ MOREJA, 3",deportivo,USERA,30.132938213671185,AURA,2019-02-14
EI PENSAMIENTO (MIRASIERRA),"C/ MIRASIERRA, 27 ",educativo,USERA,15.220080089559456,IMESAPI,2019-01-03
CDM VICÁLVARO (MARGOT MOLÉS),"Pº POLIDEPORTIVO, 3",deportivo,VICALVARO,38.8716119128225,ELECTOSA ,2018-05-09
CC VALDEBERNARDO Y BIBLIOTECA FRANCISCO AYALA,"C/ BULEVAR INDALECIO PRIETO, 21",cultural,VICALVARO,24.31081529132888,PECSA,2018-11-12
CC EL MADROÑO Y BIBLIOTECA VICÁLVARO,"C/ VILLARDONDIEGO, 36",cultural,VICALVARO,21.33174639830994,PECSA,2018-11-12
JMD VICÁLVARO,"PLAZA DON ANTONIO DE ANDRÉS, 18",administrativo,VICALVARO,18.23319613257634,PECSA,2018-11-12
CSS PUERTO DE LAS PILAS,"C/ FUENTIDUEÑA,16",social,VILLA DE VALLECAS,20.0,PECSA,2018-11-12
CMM VILLA DE VALLECAS ,"C/ PICO DE MAMPODRE, 6",social,VILLA DE VALLECAS,6.0,PECSA,2018-11-16
JMD VILLA DE VALLECAS,"Pº FEDERICO GARCÍA LORCA, 8",administrativo,VILLA DE VALLECAS,24.669259409472865,PECSA,2018-11-16
CDM FÉLIX RUBIO,"C/CIUDADANÍA, 9",deportivo,VILLAVERDE,30.132938213671185,AURA,2018-03-07
CC MARCONI,"AV/ MARCONI, 2 BAJO/1",cultural,VILLAVERDE,10.0,AURA,2018-02-19
CC NUEVO ROSALES,"AV/ LOS ROSALES, 133",cultural,VILLAVERDE,20.0,AURA,2018-03-05
CC BOHEMIOS,"C/ BOHEMIOS 1, B1",cultural,VILLAVERDE,10.0,AURA,2018-02-19
JMD VILLAVERDE,"C/ ARROYO BUENO, 53, Sot Dch 1",administrativo,VILLAVERDE,16.51542372140949,AURA,2018-11-12
CDM EL ESPINILLO,"CARRETERA DE VILLAVERDE A VALLECAS, 19",deportivo,VILLAVERDE,10.0,AURA,2020-01-29
EI MAMUT  (BUTARQUE),"C/ MARICARA, 32",educativo,VILLAVERDE,5.0,UGARTE,2019-01-03
PARQUE BOMBEROS Nº 8,CALLE BOADA 9,seguridad,PUENTE DE VALLECAS,40.0,FERROVIAL,2019-10-18
CAF-2 y Casa de Niños (antes CC Rubén Darío) ,CALLE MATAPOZUELOS 2,mixto,HORTALEZA,9.0,SAVEFFI,2020-03-25
EI PLÉYADES,AVENIDA SECUNDINO ZUAZO 52,educativo,HORTALEZA,15.220080089559456,Empresa desconocida,2020-03-25
CMM ANTONIO MINGOTE (VALLEHERMOSO),CALLE VALLEHERMOSO 47,social,CHAMBERI,5.0,SAVEFFI,2020-07-07
BIBLIOTECA GERARDO DIEGO,"CALLE  MONTE AYA,  12",cultural,VILLA DE VALLECAS,18.51183412814345,ACCIONA,2020-11-20
BIBLIOTECA MANUEL VÁZQUEZ MONTALBÁN,"CALLE FRANCOS RODRÍGUEZ, 67",cultural,TETUAN,15.0,ACCIONA,2020-12-03
CDM PLATA Y CASTAÑAR,"PASEO  PLATA Y CASTAÑAR,  7",deportivo,VILLAVERDE,75.0,ACCIONA,2022-05-13
BIBLIOTECA MUNICIPAL BARRIO DE SAN FERMÍN,"AVD. SAN FERMÍN, 8  28041 MADRID",cultural,USERA,15.0,Empresa desconocida,2022-02-01
CDM JOSE MARIA CAGIGAL,"C/ SANTA POLA, 22",deportivo,MONCLOA - ARAVACA,30.0,SAVEFFI,2020-12-16
CDM LA CONCEPCION,"C/ JOSÉ DEL HIERRO, 6, 28027 MADRID",deportivo,CIUDAD LINEAL,20.0,Empresa desconocida,2020-12-16
CDM PRADILLO,"C/ PRADILLO, 33, 28002 MADRID",deportivo,CHAMARTIN,90.0,Empresa desconocida,2023-05-25
CDM SAN JUAN BAUTISTA,"C/ TREVIANA, 1, 28043 MADRID",deportivo,CIUDAD LINEAL,10.0,Empresa desconocida,2020-06-04
CEIP SAN JUAN DE LA CRUZ,"C/ DE HONDURAS, 10, 28016 MADRID",educativo,CHAMARTIN,15.220080089559456,Empresa desconocida,2020-11-10
CEIP ARQUITECTO GAUDÍ,"C/ ROSA JARDÓN, 10, 28016 MADRID",educativo,CHAMARTIN,25.0,Empresa desconocida,2020-11-10
CEIP ISAAC ALBÉNIZ,"C/ DRACENA, 29, 28016 MADRID",educativo,CHAMARTIN,15.220080089559456,Empresa desconocida,2020-11-17
CEIP PADRE POVEDA,"AV/ ALFONSO XIII, 23, 28002 MADRID",educativo,CHAMARTIN,25.0,Empresa desconocida,2020-11-10
CMS VILLAVERDE,"AVDA. FELICIDAD, 17",social,VILLAVERDE,11.0,Empresa desconocida,2022-12-01
CSC OPORTO,"AVDA. OPORTO, 78",social,CARABANCHEL,15.0,ACCIONA FACILITY SERVICES,2021-11-10
CSS PABLO CASALS,"C/ POBLADURA DEL VALLE, 13 ",social,SAN BLAS - CANILLEJAS,14.560321808799788,Empresa desconocida,2022-09-29
EDIFICACIÓN ANEXO AL ESCENARIO DEL AUDITORIO CERRO ALMODOVAR,"C/ MARCELINO CASTILLO, 29, 28047 MADRID",cultural,LATINA,4.0,No conocen cual es la instaladora( podría ser AURA ya que la constructora que es FDEZ MOLINA trabaja con ellos),2023-09-30
EI PARQUE INGENIEROS,C/TABERNERA DEL PUERTO 26,educativo,VILLAVERDE,5.0,Empresa desconocida,2020-11-10
SEDE CENTRAL MADRID SALUD,"AVDA. MEDITERRANEO, 62",administrativo,RETIRO,7.0,Empresa desconocida,2022-12-01
UID MONCLOA-ARAVACA,"AVDA. VALLADOLID, 6",seguridad,MONCLOA - ARAVACA,5.0,FERROVIAL,2021-01-04
IDB ORCASITAS,"AVDA. RAFAELA IBARRA, 119",deportivo,USERA,30.132938213671185,EXTRACO CONSTRUCCIONS E PROXECTOS SA (subontrata Servipack Mantenimientos Industriales),2021-01-04
CENTRO ACOGIDA SAN ISIDRO,PASEO DEL REY 34,social,MONCLOA - ARAVACA,14.560321808799788,Empresa desconocida,2020-11-10
CDM FAUSTINA VALLADOLID,"C/LADERA DE LOS ALMENDROS, 2",deportivo,VICALVARO,100.0,ACCIONA FACILITY SERVICES,2022-01-25
CDM SAN BLAS,"C/ ARCOS DE JALÓN,  59",deportivo,SAN BLAS - CANILLEJAS,35.0,Empresa desconocida,2021-04-28
UID HORTALEZA,"C/AREQUIPA , 2",seguridad,HORTALEZA,21.65000000000001,AURA,2021-08-12
CDM JUAN DE DIOS ROMÁN,"C/JOSÉ GUTIÉRREZ MAROTO, 34",deportivo,VILLA DE VALLECAS,30.0,FERROVIAL,2021-10-01
BIBLIOTECA ANA MARIA MATUTE,"C/ ANTONIO VICO, 1",cultural,CARABANCHEL,10.0,SAVEFFI,2022-12-31
CC JUAN GENOVÉS/CMM/CSS TRAVESIA DEL CAÑO,C/TRAVESÍA CAÑO 5,cultural,MONCLOA - ARAVACA,6.0,Empresa desconocida,2022-12-31
BASE SAMUR RETIRO,AVD CIUDAD DE BARCELONA 183,sanitario,RETIRO,15.0,Empresa desconocida,2022-05-22
INNOVATION LAB,C/CAROLI 1,cultural,MONCLOA - ARAVACA,10.0,Empresa desconocida,2022-05-26
CC ALFREDO KRAUS,"Gta. Pradera de Vaquerizas, 9",cultural,FUENCARRAL - EL PARDO,36.0,ACCIONA FACILITY SERVICES,2022-11-07
CDM BLANCA FDEZ OCHOA (ANTIGUA LA MINA),"Calle de Monseñor Oscar Romero, nº41",deportivo,CARABANCHEL,30.132938213671185,ACCIONA FACILITY SERVICES,2022-11-07
CDM FERNANDO MARTIN ,"Av. Santo Ángel de la Guarda, 6,",deportivo,MONCLOA - ARAVACA,30.132938213671185,ACCIONA FACILITY SERVICES,2022-12-26
CDM WILFRED AGBONAVBARE,"Calle Reguera de Tomateros, 39",deportivo,PUENTE DE VALLECAS,30.132938213671185,ACCIONA FACILITY SERVICES,2023-01-25
CDM ENTREVIAS ,"Ronda del Sur, 4",deportivo,PUENTE DE VALLECAS,80.0,ACCIONA FACILITY SERVICES,2023-01-01
CDM HORTALEZA,"Ctra. Estación de Hortaleza,11",deportivo,HORTALEZA,30.132938213671185,ACCIONA FACILITY SERVICES,2022-12-31
OAIC SACRAMENTO AGENCIA TRIBUTARIA,"C/SACRAMENTO, 5",administrativo,CENTRO,16.51542372140949,Empresa desconocida,2022-12-31
CDM FRANCISCO FERNANDEZ OCHOA,"CALLE CATORCE OLIVAS 1, 28054 MADRID",deportivo,CARABANCHEL,30.0,Empresa desconocida,2022-12-31
BASE SAMUR 4,"PELOPONESO, 9 ",sanitario,CIUDAD LINEAL,2.0,Empresa desconocida,2023-01-01
CMM SAN DIEGO,CALLE JAVIER DE MIGUEL 10,social,PUENTE DE VALLECAS,10.0,Empresa desconocida,2023-01-01
CSS CENTRO DE DÍA Y ALZHEIMER ENSANCHE DE VALLECAS,AVENIDA ENSANCHE DE VALLECAS  91,social,VILLA DE VALLECAS,8.0,Empresa desconocida,2023-01-01
CEIP CIUDAD DE VALENCIA,AVENIDA DEL MEDITERRANEO KM 9,educativo,VILLA DE VALLECAS,2.0,Empresa desconocida,2012-11-12
CEIP CIUDAD DE JAEN,CAMINO DEL RIO S/N,educativo,USERA,2.0,Empresa desconocida,2012-11-12
CEIP NAVAS DE TOLOSA,CALLE BENIMANET 109,educativo,VILLAVERDE,2.0,Empresa desconocida,2012-11-12
CEIP GHANDI,CALLE GHANDI 10,educativo,CIUDAD LINEAL,2.0,Empresa desconocida,2012-11-12
CEIP VIRGEN DEL CERRO,CALLE MOHERNANDO 1,educativo,PUENTE DE VALLECAS,2.0,Empresa desconocida,2012-11-12
CEIP NTRA SÑRA DE LA ALMUDENA,"CALLE LOPE DE RUEDA, 48, 28009 MADRID",educativo,RETIRO,11.0,Empresa desconocida,2023-10-23
CDM CERRO ALMODÓVAR,CARRETERA VALENCIA KM8,deportivo,VILLA DE VALLECAS,10.0,Empresa desconocida,2023-05-10
CENTRO JUVENIL VALDERRIVAS,TITANIO 5,cultural,VICALVARO,15.0,Empresa desconocida,2023-05-31
CDM PLAYA VICTORIA,"CALLE HIERBABUENA, 2,",deportivo,TETUAN,40.0,ACCIONA,2023-08-23
CSC TERESA DE CALCUTA,"PLAZA DEL NAVÍO, Nº 4,",cultural,BARAJAS,20.0,ACCIONA,2023-08-14
CSC MORATALAZ,CALLE DE LA FUENTE CARRANTONA Nº 10,cultural,MORATALAZ,20.0,ACCIONA,2023-08-17
CDM Mª JESÚS ROSA,"AVENIDA DE MONFORTE DE LEMOS, 38,",deportivo,FUENCARRAL - EL PARDO,40.0,ACCIONA,2023-08-15
CEIP EL GRECO,"CALLE ESTEFANITA, 7",educativo,VILLAVERDE,4.0,Empresa desconocida,2023-05-30
CEIP MANUEL DE FALLA,"AV. REAL DE PINTO, 27",educativo,VILLAVERDE,4.0,Empresa desconocida,2023-07-31
DG POLICIA MUNICIPAL (PABELLON DE LA PIPA CIUDAD SEGURIDAD),161 2656 DG POLICIA MUNICIPAL (PABELLON DE LA PIPA CIUDAD SEGURIDAD),seguridad,MONCLOA - ARAVACA,21.65000000000001,Empresa desconocida,2023-09-19
CENTRO MUNICIPAL ACUSTICA,CARRETERA AUTOVIA M-30 007  BJO   7-13 LC MADRID,medioambiental,MONCLOA-ARAVACA,10.0,Empresa desconocida,2023-09-30
CENTRO DE MAYORES OUKA LELE,"C/Bronce, 16",cultural,ARGANZUELA,30.0,"INGEDOM, S.L.",2023-10-20
PARQUE DE BOMBEROS Nº 05 USERA,PASEO SANTA MARIA DE LA CABEZA 95,seguridad, USERA ,30.0,Empresa desconocida,2023-11-06
JMD PUENTE VALLECAS/CID/SAMUR,"BUENOS AIRES 17, S, UE, LO, 28018,  MADRID",seguridad,PUENTE DE  VALLECAS,10.0,Empresa desconocida,2023-09-30
CENTRO CULTURAL PASTORA IMPERIO,PASTORA IMPERIO 4B,cultural,CHAMARTIN,10.0,Empresa desconocida,2024-02-29
EI LAS GOLONDRINAS,"C/ JOSEFA VALCARCEL ,158 , 28022, MADRID",educativo,SAN BLAS - CANILLEJAS,15.0,Empresa desconocida,2023-03-21
VIVERO DE LA CASA DE CAMPO,"PASEO  AZUL,  2  28011  MADRID",medioambiental,RETIRO,6.0,Empresa desconocida,2023-01-01
FACTORÍA INDUSTRIAL DE VILLAVERDE,AVD REAL DE PINTO 166,industrial,VILLAVERDE,6.0,HERRERA Y LOBATOS.L.,2020-11-27
CEIP CIUDAD DE CORDOBA,"CALLE MENASALBAS,6,28041 MADRID",educativo,VILLAVERDE,4.0,Empresa desconocida,2024-06-18
CENTRO MUNICIPAL DE RECOGIDAS TRECE ROSAS,"AVENIDA DE LAS TRECE ROSAS, 5, 28017 MADRID",medioambiental,CIUDAD LINEAL,10.0,Empresa desconocida,2024-07-01
CDM EL QUIJOTE,"CALLE NUMANCIA,2",deportivo,MONCLOA - ARAVACA,20.0,Empresa desconocida,2024-09-12
CDM MOSCARDO,CALLE PILAR DE ZARAGOZA 93,deportivo,SALAMANCA,10.0,Empresa desconocida,2024-09-11
CID VILLA DE VALLECAS / OAC,CALLE REAL DE ARGANDA 64,seguridad,VILLA DE VALLECAS,10.0,Empresa desconocida,2024-09-11
ALMACEN BOMBEROS VILLA DE VALLECAS,CALLE EL REAL DE SAN VICENTE 61,seguridad,VILLA DE VALLECAS,33.0,Empresa desconocida,2024-04-03
